userId,churn_date
1243875,2018-10-22 04:17:45
1577807,2018-10-04 23:56:47
1410808,2018-10-18 20:22:03
1784351,2018-11-06 00:09:34
1504480,2018-11-14 05:14:04
1090733,2018-10-25 20:19:21
1853528,2018-10-17 22:09:04
1319807,2018-10-23 18:12:01
1915963,2018-10-09 00:20:30
1605957,2018-11-03 22:44:38
1522479,2018-10-11 02:32:47
1833842,2018-10-04 07:47:41
1934349,2018-10-15 01:27:41
1414089,2018-10-15 23:25:33
1995340,2018-11-01 00:36:34
1420479,2018-10-17 01:59:12
1101590,2018-10-16 11:49:59
1788685,2018-10-09 00:35:54
1577591,2018-11-03 23:25:08
1796037,2018-10-25 11:40:36
1021740,2018-10-21 03:48:51
1820270,2018-10-22 22:26:32
1961645,2018-10-23 01:21:35
1545772,2018-11-09 04:37:01
1099768,2018-11-19 04:45:01
1487256,2018-10-01 11:41:16
1786875,2018-10-02 21:36:09
1434741,2018-10-05 13:32:24
1015607,2018-10-19 22:42:15
1802341,2018-11-01 13:42:18
1874716,2018-10-12 15:15:16
1201787,2018-11-16 06:07:01
1064593,2018-11-16 21:21:30
1488598,2018-10-13 23:28:43
1926144,2018-11-06 06:14:50
1540874,2018-11-12 15:22:58
1533373,2018-11-13 21:42:31
1074549,2018-10-19 05:58:19
1651754,2018-11-05 01:54:42
1882951,2018-10-21 20:40:22
1074722,2018-10-17 22:05:31
1762462,2018-11-18 04:44:39
1115909,2018-10-24 03:58:04
1163054,2018-11-08 02:07:18
1795705,2018-10-16 00:21:17
1731326,2018-10-16 01:47:41
1587260,2018-10-12 15:47:39
1797025,2018-10-13 17:00:48
1810736,2018-10-11 02:13:32
1923560,2018-10-05 07:01:27
1809452,2018-10-14 03:46:40
1359386,2018-10-05 02:20:33
1768454,2018-10-01 02:15:45
1929003,2018-10-30 10:54:43
1586433,2018-11-19 20:50:15
1850243,2018-10-23 04:46:17
1038329,2018-11-01 03:01:42
1870318,2018-11-17 23:19:49
1219354,2018-11-01 20:44:22
1108863,2018-11-17 10:39:04
1183771,2018-10-07 22:16:48
1157947,2018-10-29 16:18:51
1478994,2018-10-30 21:49:39
1304075,2018-10-02 01:32:50
1809867,2018-11-07 14:39:51
1029243,2018-10-12 12:53:08
1528304,2018-11-14 14:44:23
1949088,2018-10-09 16:43:31
1560108,2018-10-14 08:46:24
1590737,2018-10-16 19:01:49
1453014,2018-10-27 19:30:13
1493264,2018-11-12 18:23:55
1013032,2018-10-15 21:03:09
1395776,2018-10-05 13:47:13
1457568,2018-11-14 08:41:19
1042281,2018-10-09 00:07:04
1954868,2018-10-13 05:49:12
1733224,2018-10-17 22:30:23
1851696,2018-10-25 18:45:03
1423716,2018-10-13 13:17:13
1068112,2018-10-01 05:26:07
1703418,2018-11-05 17:52:50
1809551,2018-10-01 07:59:42
1281730,2018-10-05 14:02:55
1342468,2018-10-28 18:35:42
1870214,2018-11-09 18:46:35
1291366,2018-11-12 06:03:44
1646275,2018-11-08 19:59:51
1941433,2018-10-29 23:30:40
1844121,2018-10-08 20:12:53
1504254,2018-10-03 06:36:31
1358765,2018-10-18 21:06:15
1095388,2018-10-11 04:22:06
1212281,2018-10-25 14:34:57
1258176,2018-10-18 01:51:13
1183628,2018-10-02 14:50:02
1138752,2018-11-12 01:59:06
1089333,2018-11-14 05:01:55
1713265,2018-10-31 11:40:05
1118920,2018-10-29 12:32:42
1993466,2018-11-02 19:06:48
1901527,2018-10-25 03:23:43
1029249,2018-10-12 08:55:17
1606527,2018-10-12 12:40:13
1693334,2018-11-03 13:55:43
1331821,2018-10-22 18:28:28
1318077,2018-10-11 17:07:24
1679749,2018-11-05 18:03:50
1231435,2018-11-13 06:01:15
1103357,2018-10-31 20:12:07
1070195,2018-11-19 08:51:27
1718134,2018-10-23 16:27:45
1886744,2018-11-08 06:11:29
1786836,2018-10-27 03:33:58
1869867,2018-10-12 11:42:50
1015368,2018-10-01 08:59:34
1631342,2018-11-17 16:50:26
1414404,2018-10-16 19:58:39
1044876,2018-10-25 21:57:53
1781798,2018-10-29 20:28:17
1781717,2018-10-22 19:05:49
1624143,2018-10-30 19:33:29
1152545,2018-10-27 20:12:23
1614159,2018-11-11 07:09:55
1251617,2018-10-18 11:51:57
1381915,2018-10-01 03:02:56
1710209,2018-10-08 09:50:55
1089730,2018-10-04 01:21:02
1314898,2018-11-10 20:28:52
1405116,2018-11-09 01:18:53
1194773,2018-10-22 03:10:48
1690998,2018-11-16 12:13:25
1841192,2018-10-10 21:06:36
1421945,2018-10-03 16:09:52
1607024,2018-10-26 21:55:05
1379352,2018-10-01 05:19:04
1661342,2018-11-19 11:24:57
1704226,2018-11-08 18:59:32
1730425,2018-11-12 10:18:56
1244122,2018-10-12 11:11:16
1722779,2018-11-06 10:08:33
1879588,2018-10-19 05:24:24
1394835,2018-11-18 02:27:43
1091439,2018-10-02 09:55:51
1254078,2018-10-09 08:38:07
1170223,2018-11-12 13:47:54
1400254,2018-10-26 15:36:12
1936839,2018-10-15 20:46:37
1143104,2018-10-19 00:50:48
1467284,2018-10-01 10:41:10
1402710,2018-11-12 08:51:09
1104063,2018-10-20 05:55:05
1333174,2018-10-08 19:56:54
1670831,2018-11-04 03:05:19
1512526,2018-11-07 15:32:44
1843041,2018-11-13 13:24:55
1736317,2018-10-15 03:13:40
1182725,2018-11-01 12:59:54
1121311,2018-11-07 19:00:28
1710042,2018-10-09 04:11:09
1825843,2018-10-22 09:31:02
1618824,2018-10-27 17:57:19
1156589,2018-10-25 17:34:54
1502571,2018-10-26 15:03:57
1932047,2018-10-21 11:35:53
1524082,2018-10-17 10:22:01
1921800,2018-10-14 17:20:06
1475274,2018-10-04 02:49:09
1140592,2018-10-23 19:36:00
1108990,2018-10-09 07:54:32
1374831,2018-10-04 16:09:23
1540261,2018-10-04 02:29:17
1082829,2018-10-18 20:10:02
1762973,2018-11-14 11:35:23
1219762,2018-11-18 16:37:29
1547084,2018-10-22 21:33:44
1192238,2018-10-15 13:36:40
1583746,2018-11-11 04:54:24
1579389,2018-10-25 18:17:11
1135008,2018-11-09 17:25:43
1242483,2018-11-07 07:23:56
1840199,2018-10-17 03:57:51
1232132,2018-10-03 05:13:06
1738901,2018-11-01 12:11:44
1334839,2018-11-17 20:12:16
1998587,2018-11-19 07:43:25
1093227,2018-10-23 23:49:12
1155695,2018-10-16 04:17:14
1922100,2018-11-09 15:23:21
1912773,2018-11-15 03:10:56
1298443,2018-10-01 03:53:28
1479108,2018-11-05 07:25:08
1318321,2018-10-13 06:58:50
1444514,2018-11-19 06:59:26
1567686,2018-11-05 20:25:22
1971426,2018-10-10 19:24:35
1846014,2018-10-18 22:57:13
1517159,2018-10-01 15:15:48
1624839,2018-11-10 01:28:00
1204229,2018-11-01 01:15:15
1009497,2018-11-08 10:01:21
1928524,2018-10-27 05:25:57
1741018,2018-10-12 02:44:22
1104056,2018-10-22 12:47:52
1046386,2018-10-11 22:25:50
1943421,2018-10-05 18:44:44
1316363,2018-10-14 00:20:26
1634275,2018-10-11 06:58:11
1459850,2018-10-27 15:32:02
1640669,2018-10-23 13:30:43
1586302,2018-11-04 21:48:02
1644061,2018-10-11 18:16:51
1660920,2018-10-13 14:06:00
1902227,2018-11-12 10:04:11
1690835,2018-11-18 15:41:57
1899657,2018-10-13 04:10:37
1735579,2018-10-18 06:23:26
1136996,2018-10-18 22:24:15
1713231,2018-10-31 19:38:36
1751074,2018-10-10 03:04:38
1414918,2018-11-05 12:47:29
1661152,2018-11-01 08:08:34
1505317,2018-11-13 14:27:24
1853714,2018-11-08 10:22:26
1759282,2018-10-11 18:42:51
1109619,2018-10-26 18:35:32
1122115,2018-10-04 20:59:37
1908516,2018-10-09 18:19:46
1575595,2018-10-16 13:49:32
1487034,2018-10-31 04:25:23
1900592,2018-11-08 09:07:10
1870948,2018-10-21 19:56:37
1699493,2018-10-20 12:31:52
1785169,2018-10-02 14:03:26
1054471,2018-11-14 14:00:41
1348935,2018-10-02 02:21:09
1513162,2018-10-11 08:45:50
1556745,2018-10-07 01:07:53
1780917,2018-10-24 18:07:29
1745695,2018-10-20 05:39:41
1738669,2018-10-22 07:01:20
1120554,2018-11-15 18:38:17
1502334,2018-10-09 10:36:25
1268563,2018-10-06 15:36:52
1565065,2018-11-14 06:01:52
1070488,2018-10-03 00:31:13
1284420,2018-11-12 22:49:51
1359967,2018-10-07 03:42:50
1561529,2018-10-15 12:30:29
1161123,2018-11-12 18:28:01
1203099,2018-11-06 18:17:16
1485011,2018-10-09 09:45:34
1509721,2018-10-10 05:40:38
1226347,2018-10-19 02:19:41
1298562,2018-10-18 20:24:12
1189004,2018-11-14 20:00:47
1077716,2018-10-23 21:27:44
1080217,2018-11-07 21:04:58
1536300,2018-10-05 20:12:22
1839959,2018-10-07 11:21:56
1089813,2018-11-06 11:59:24
1054604,2018-11-09 05:57:45
1119300,2018-10-09 11:45:52
1714714,2018-10-01 09:25:13
1247171,2018-10-25 04:13:51
1043265,2018-10-20 15:39:14
1877968,2018-11-01 05:56:55
1987393,2018-11-01 10:31:22
1423840,2018-10-21 17:00:18
1631940,2018-10-09 10:47:24
1065284,2018-10-29 18:38:24
1179617,2018-10-10 22:27:14
1790654,2018-11-08 13:04:54
1638352,2018-10-11 07:16:26
1794190,2018-10-10 20:48:27
1433479,2018-10-29 04:42:23
1457550,2018-11-01 13:29:38
1222900,2018-10-26 05:43:10
1683706,2018-11-15 09:28:41
1276848,2018-10-01 06:44:02
1613426,2018-10-24 06:09:16
1662639,2018-11-17 07:15:59
1908000,2018-11-14 11:57:27
1409691,2018-11-13 20:16:28
1741654,2018-11-19 23:55:09
1217659,2018-11-03 01:11:23
1383487,2018-10-30 12:00:36
1362621,2018-10-01 05:43:33
1780119,2018-10-23 20:28:25
1000083,2018-10-12 10:04:58
1423438,2018-10-19 06:06:36
1233524,2018-11-08 23:18:55
1934515,2018-11-14 03:35:22
1037650,2018-10-02 22:08:43
1807519,2018-10-12 18:08:07
1005928,2018-10-31 20:14:32
1661966,2018-11-19 13:52:47
1891946,2018-10-24 00:01:57
1571015,2018-10-30 08:54:45
1480128,2018-10-24 11:14:28
1408507,2018-10-30 01:14:04
1239099,2018-10-15 12:46:18
1962359,2018-10-08 23:10:08
1334209,2018-10-22 04:40:06
1309303,2018-11-02 02:59:44
1718034,2018-10-10 06:34:43
1546473,2018-10-20 12:35:49
1666624,2018-10-08 04:28:26
1207214,2018-10-23 04:38:37
1600721,2018-10-29 22:24:11
1057947,2018-10-21 03:36:49
1808681,2018-10-01 21:38:04
1006890,2018-11-16 11:09:26
1572247,2018-10-08 18:16:46
1260587,2018-11-01 19:22:27
1458511,2018-10-10 17:09:00
1075222,2018-10-26 07:10:16
1103429,2018-10-08 11:12:32
1416206,2018-10-25 23:45:56
1611192,2018-11-07 05:11:43
1571513,2018-10-26 10:20:00
1970441,2018-10-19 16:52:20
1326207,2018-10-09 14:15:55
1963923,2018-11-19 01:04:17
1844222,2018-11-08 05:19:25
1479255,2018-10-24 01:22:47
1105314,2018-11-02 15:42:20
1020027,2018-10-21 21:13:22
1671057,2018-10-15 19:39:14
1867454,2018-10-11 16:12:00
1704999,2018-11-19 18:13:26
1816519,2018-10-25 09:53:00
1978673,2018-10-16 20:50:07
1084150,2018-11-08 14:00:25
1839749,2018-11-12 20:32:43
1737824,2018-10-24 13:25:46
1625954,2018-10-01 08:40:56
1140512,2018-10-21 16:39:16
1665094,2018-10-22 21:33:10
1408735,2018-10-18 15:15:13
1991499,2018-10-05 06:22:18
1663482,2018-10-07 15:24:00
1343204,2018-11-09 13:14:04
1885045,2018-10-25 23:50:38
1805990,2018-11-02 03:30:15
1407688,2018-11-06 03:07:25
1521519,2018-10-15 02:21:26
1555959,2018-10-03 07:19:58
1898835,2018-11-16 20:41:49
1540658,2018-10-10 19:50:25
1521174,2018-11-11 07:29:57
1985204,2018-10-12 03:34:59
1945521,2018-10-23 23:47:11
1016511,2018-11-15 07:32:22
1771646,2018-10-17 22:55:24
1081015,2018-11-01 00:10:52
1322496,2018-11-08 10:06:27
1683674,2018-10-05 09:12:32
1617467,2018-11-19 09:52:09
1716967,2018-10-08 23:17:45
1512448,2018-10-31 14:54:29
1796178,2018-11-13 23:56:29
1483332,2018-10-04 19:51:33
1376236,2018-11-16 10:07:50
1874261,2018-11-02 18:19:13
1035360,2018-10-12 02:32:47
1163202,2018-10-01 07:32:52
1316015,2018-10-23 05:05:10
1361097,2018-10-31 20:31:32
1337562,2018-11-02 18:55:16
1119584,2018-10-25 17:28:23
1112110,2018-10-10 18:29:59
1361323,2018-11-12 17:48:33
1884993,2018-10-23 12:11:27
1986288,2018-10-22 14:32:31
1036574,2018-11-07 05:45:31
1906612,2018-11-08 08:26:32
1095040,2018-10-16 15:14:55
1649859,2018-10-27 15:28:31
1159603,2018-10-27 09:18:06
1119142,2018-10-01 15:15:36
1802243,2018-10-27 00:29:22
1642851,2018-11-02 16:02:26
1683749,2018-10-04 09:58:07
1139493,2018-10-30 06:29:05
1585279,2018-10-29 19:03:04
1548128,2018-10-28 16:14:19
1400558,2018-11-02 14:23:01
1494611,2018-10-25 16:27:05
1164484,2018-11-16 12:41:58
1389402,2018-10-20 08:06:35
1736220,2018-11-17 08:13:21
1532975,2018-11-01 07:23:09
1676917,2018-10-09 03:26:04
1594518,2018-11-19 18:02:28
1201696,2018-10-13 04:27:25
1566944,2018-10-29 22:52:44
1421240,2018-11-02 14:43:12
1381146,2018-11-14 08:01:07
1158079,2018-11-10 10:43:19
1406065,2018-11-15 05:22:08
1589205,2018-10-09 05:35:09
1170801,2018-10-30 03:40:44
1042312,2018-10-28 20:10:54
1358238,2018-11-10 01:36:21
1119976,2018-10-11 14:44:01
1689868,2018-10-02 21:43:04
1347044,2018-10-15 03:30:12
1926755,2018-11-01 12:25:42
1861251,2018-11-07 19:04:53
1261599,2018-11-11 19:43:06
1105036,2018-11-07 16:57:54
1059174,2018-10-30 05:42:09
1171418,2018-10-14 18:33:48
1272254,2018-10-09 05:10:21
1951516,2018-11-14 21:39:07
1647005,2018-11-06 17:08:22
1985954,2018-10-01 14:03:59
1956083,2018-10-13 09:50:54
1496770,2018-11-04 21:41:11
1236670,2018-11-15 20:26:07
1595638,2018-10-10 09:03:24
1769132,2018-10-31 21:14:59
1657655,2018-10-14 04:06:04
1008603,2018-11-03 05:03:30
1400761,2018-10-11 07:10:10
1951569,2018-10-15 22:11:02
1731175,2018-10-08 12:36:42
1485152,2018-10-17 00:37:47
1382053,2018-10-14 03:48:47
1892186,2018-11-14 18:33:15
1203666,2018-10-31 21:11:40
1679715,2018-10-07 15:44:10
1242732,2018-10-18 00:16:11
1864665,2018-10-22 14:13:21
1172103,2018-11-07 06:46:32
1003631,2018-10-01 20:16:20
1488695,2018-11-19 00:58:46
1601976,2018-11-08 11:43:59
1605911,2018-11-03 16:48:27
1939253,2018-10-10 18:23:11
1719708,2018-10-16 04:31:00
1515019,2018-10-04 21:48:11
1206210,2018-10-20 09:43:39
1573759,2018-10-11 10:15:23
1584934,2018-11-08 07:53:08
1009571,2018-11-15 03:12:09
1992827,2018-10-17 13:47:47
1107903,2018-11-08 00:48:08
1093398,2018-10-25 14:52:06
1034748,2018-10-22 00:33:47
1049289,2018-10-12 02:39:21
1986207,2018-10-17 18:08:39
1977419,2018-10-15 17:32:22
1651815,2018-11-01 16:23:22
1813389,2018-10-07 19:00:27
1676459,2018-10-21 23:32:12
1653593,2018-10-20 04:52:09
1031333,2018-10-13 22:04:23
1875484,2018-10-29 18:18:20
1571384,2018-11-03 20:14:19
1542203,2018-11-04 07:00:39
1740705,2018-10-17 15:26:57
1145697,2018-10-23 16:49:37
1468697,2018-11-03 11:06:57
1735105,2018-10-26 23:28:16
1450130,2018-11-07 13:11:59
1208785,2018-10-30 17:35:40
1597797,2018-11-19 19:51:46
1534649,2018-11-02 20:00:16
1882628,2018-10-08 06:21:56
1372993,2018-11-07 16:24:06
1919074,2018-11-04 08:43:38
1417019,2018-10-01 11:15:38
1683232,2018-11-18 01:19:12
1191242,2018-10-01 11:32:30
1046085,2018-11-10 08:08:14
1474575,2018-10-27 08:02:25
1029700,2018-10-22 06:41:55
1650232,2018-11-02 18:35:02
1535613,2018-10-01 16:12:53
1289955,2018-10-24 06:09:58
1423234,2018-10-03 14:23:21
1531889,2018-10-10 19:23:23
1391129,2018-10-14 21:41:57
1603419,2018-11-05 11:00:31
1721225,2018-10-31 11:47:15
1306315,2018-10-05 01:58:22
1015508,2018-10-02 04:42:21
1485172,2018-10-25 11:32:59
1964551,2018-10-16 10:26:01
1930998,2018-10-08 02:35:21
1344712,2018-10-03 19:18:51
1416771,2018-10-09 23:47:19
1868413,2018-10-24 06:00:46
1478686,2018-11-07 22:21:46
1795416,2018-10-29 22:19:25
1422950,2018-10-20 17:22:51
1178142,2018-10-10 05:16:42
1059475,2018-10-23 08:40:32
1148413,2018-10-09 16:38:33
1623670,2018-11-11 22:15:44
1397787,2018-11-16 08:08:31
1631640,2018-10-31 03:25:17
1876126,2018-10-01 18:41:39
1397856,2018-11-03 23:41:03
1418545,2018-10-28 08:46:04
1893149,2018-10-26 18:38:49
1093672,2018-11-14 19:11:37
1439584,2018-10-01 22:01:50
1817860,2018-11-07 23:28:38
1230638,2018-11-05 12:18:33
1005715,2018-10-26 06:35:49
1372631,2018-11-14 07:40:42
1464175,2018-11-13 17:16:36
1323432,2018-10-03 01:13:17
1933603,2018-10-30 14:54:02
1657747,2018-10-25 08:22:23
1393154,2018-11-14 13:50:34
1231207,2018-10-01 13:25:51
1884384,2018-11-05 23:39:23
1201119,2018-10-24 22:35:42
1735646,2018-10-13 00:30:09
1948332,2018-10-09 03:39:57
1110966,2018-10-05 02:16:47
1343610,2018-10-30 10:39:28
1848880,2018-10-23 04:46:11
1879654,2018-10-13 07:54:46
1006849,2018-10-16 21:08:36
1446278,2018-10-17 08:01:32
1837563,2018-11-15 01:17:48
1703808,2018-10-16 16:22:40
1869468,2018-11-08 12:43:39
1737045,2018-10-11 07:56:53
1476258,2018-10-23 22:48:38
1552439,2018-10-18 17:14:24
1137887,2018-10-11 09:58:06
1125402,2018-11-07 20:44:11
1801448,2018-11-19 15:44:00
1160258,2018-10-31 07:43:39
1514591,2018-10-26 22:24:51
1180833,2018-10-12 20:19:17
1050591,2018-11-06 09:23:52
1594761,2018-10-08 17:09:55
1967025,2018-11-08 12:52:23
1748906,2018-11-08 23:15:12
1590920,2018-11-11 07:19:22
1152331,2018-10-20 18:16:57
1159543,2018-10-09 07:45:38
1140260,2018-10-19 15:06:20
1749946,2018-11-15 01:33:40
1910482,2018-10-11 06:35:03
1006381,2018-10-31 13:11:58
1092509,2018-10-04 18:08:17
1478881,2018-11-03 16:02:29
1034596,2018-10-20 12:36:49
1200978,2018-11-11 10:35:03
1510498,2018-10-16 22:24:57
1111327,2018-10-23 18:22:53
1008404,2018-11-09 11:04:20
1788325,2018-10-16 02:09:25
1543335,2018-11-10 13:51:05
1691834,2018-11-16 13:55:59
1031753,2018-11-15 13:45:16
1385380,2018-10-25 03:11:35
1777507,2018-11-14 03:13:56
1160692,2018-11-15 21:37:21
1012815,2018-11-07 18:37:14
1963506,2018-11-06 23:36:24
1186415,2018-10-26 11:18:12
1894426,2018-10-30 12:22:14
1380567,2018-10-15 18:55:47
1993073,2018-10-03 19:40:27
1366191,2018-10-11 12:04:51
1444244,2018-10-01 21:33:39
1050033,2018-10-16 23:30:35
1045674,2018-11-01 14:20:41
1632054,2018-11-01 16:26:25
1987119,2018-10-17 02:41:07
1095752,2018-10-06 20:45:21
1438233,2018-10-21 17:02:50
1838590,2018-11-07 22:22:29
1733738,2018-10-05 11:03:20
1944261,2018-10-20 09:07:46
1692240,2018-10-12 16:19:08
1666088,2018-10-01 15:41:12
1157983,2018-10-14 13:42:27
1475638,2018-10-27 05:47:16
1389212,2018-11-12 21:17:48
1921055,2018-10-16 21:14:17
1889683,2018-11-01 16:54:23
1275524,2018-11-02 14:27:46
1603044,2018-10-20 09:40:37
1021555,2018-11-16 16:01:25
1120375,2018-10-25 12:22:24
1933975,2018-11-12 02:14:39
1676994,2018-11-12 13:09:45
1556469,2018-11-07 17:19:20
1149569,2018-10-27 18:31:28
1088899,2018-10-07 18:22:14
1141740,2018-10-30 09:00:04
1676702,2018-10-12 04:06:50
1827763,2018-10-13 17:10:40
1663219,2018-11-15 18:54:02
1197691,2018-11-01 17:15:41
1926465,2018-10-24 17:49:54
1764944,2018-10-06 23:44:08
1979707,2018-10-25 05:27:04
1086750,2018-11-06 21:50:13
1066871,2018-11-01 03:03:11
1074872,2018-11-03 12:02:28
1067994,2018-10-18 05:17:51
1732870,2018-10-28 10:38:57
1520243,2018-11-15 08:12:16
1747335,2018-10-19 08:39:22
1515244,2018-10-19 17:13:07
1580303,2018-11-03 08:03:55
1737594,2018-10-11 21:16:10
1252116,2018-10-03 18:38:21
1854930,2018-10-18 01:17:27
1620774,2018-11-13 20:41:37
1325330,2018-11-13 23:47:56
1657466,2018-10-10 20:09:25
1594313,2018-11-19 22:26:22
1346157,2018-10-11 11:28:54
1677926,2018-10-04 12:35:45
1107001,2018-11-02 05:00:52
1801590,2018-10-28 21:31:39
1778052,2018-11-12 04:52:25
1833354,2018-10-28 16:15:45
1885599,2018-11-09 04:22:26
1381933,2018-10-23 14:22:58
1428147,2018-10-02 18:55:05
1813617,2018-11-09 23:46:06
1497237,2018-11-15 23:06:23
1132164,2018-11-15 08:25:04
1734141,2018-10-11 10:16:27
1116833,2018-10-15 20:47:16
1116108,2018-10-17 05:06:30
1189585,2018-10-07 11:42:14
1231307,2018-11-17 21:46:51
1252093,2018-10-01 17:15:56
1102519,2018-11-06 19:49:45
1679295,2018-10-05 15:39:59
1183635,2018-11-13 08:27:00
1640380,2018-10-17 06:52:52
1882682,2018-10-27 11:22:08
1262677,2018-10-23 09:28:55
1269325,2018-11-03 03:22:00
1322687,2018-10-19 16:22:37
1723231,2018-10-12 09:51:26
1684647,2018-10-09 06:07:22
1663944,2018-10-10 22:56:14
1528912,2018-10-09 08:52:43
1758056,2018-10-10 17:16:07
1653786,2018-10-26 18:06:24
1925406,2018-10-15 23:26:07
1530037,2018-10-11 23:56:27
1355885,2018-10-24 02:46:37
1978085,2018-11-08 21:43:59
1885447,2018-11-11 23:06:44
1927775,2018-10-15 03:08:40
1576354,2018-10-01 19:06:59
1810363,2018-11-10 06:38:37
1836890,2018-10-11 02:36:29
1078762,2018-10-15 20:19:56
1426305,2018-11-02 04:14:23
1821393,2018-10-31 11:52:44
1666573,2018-10-16 09:16:49
1741181,2018-10-15 02:01:23
1440869,2018-10-12 20:40:05
1881216,2018-11-18 18:13:16
1657631,2018-10-18 16:12:55
1548656,2018-10-27 03:53:06
1558756,2018-10-11 02:53:03
1682927,2018-10-20 16:44:08
1147719,2018-11-14 08:39:02
1640021,2018-10-01 20:27:10
1263834,2018-10-05 18:52:58
1119616,2018-10-04 17:57:46
1693870,2018-10-03 04:47:42
1294621,2018-11-06 04:29:07
1258223,2018-10-08 21:18:34
1009476,2018-10-29 11:28:38
1049943,2018-10-04 16:14:14
1135345,2018-11-13 05:29:50
1272167,2018-11-05 05:01:30
1054870,2018-11-06 10:35:14
1187013,2018-11-01 03:36:23
1021531,2018-10-25 22:28:36
1981365,2018-10-03 22:57:24
1760015,2018-11-09 09:53:46
1823354,2018-10-19 05:52:14
1056046,2018-10-03 17:14:30
1688788,2018-10-14 09:59:56
1228206,2018-10-02 11:04:08
1831916,2018-10-07 10:01:18
1184359,2018-11-02 06:29:26
1936205,2018-10-24 08:06:05
1166848,2018-11-16 18:30:37
1377692,2018-11-01 16:17:42
1480148,2018-10-26 08:36:56
1993389,2018-10-19 11:48:23
1902663,2018-10-29 00:41:33
1612481,2018-10-01 19:41:21
1439771,2018-10-04 22:31:42
1058911,2018-10-09 06:30:41
1722190,2018-11-15 03:08:05
1917841,2018-10-26 11:22:35
1970931,2018-10-25 01:16:23
1272066,2018-11-17 21:23:44
1932538,2018-10-09 17:38:08
1728820,2018-10-27 08:03:41
1931884,2018-10-07 09:59:47
1523895,2018-11-18 16:36:13
1599459,2018-10-24 13:40:58
1719384,2018-11-17 10:22:20
1235208,2018-11-13 07:24:28
1825763,2018-11-10 20:14:52
1702009,2018-11-12 12:15:59
1125485,2018-10-09 16:19:58
1526757,2018-11-07 03:36:29
1139879,2018-11-15 12:58:00
1929912,2018-10-05 17:56:26
1490229,2018-10-29 20:24:46
1031644,2018-11-04 13:00:32
1711458,2018-11-06 19:18:49
1403675,2018-10-09 15:52:41
1274669,2018-11-14 00:06:25
1622075,2018-11-04 20:32:06
1426881,2018-10-08 00:32:14
1778160,2018-10-09 13:07:23
1536790,2018-10-19 04:10:53
1679845,2018-10-11 00:34:30
1403205,2018-11-09 02:34:52
1007906,2018-10-01 18:13:56
1193166,2018-10-12 00:04:50
1005217,2018-10-06 21:35:11
1381135,2018-10-21 00:11:43
1325732,2018-10-21 04:21:30
1533365,2018-10-18 10:29:47
1342011,2018-10-24 20:24:32
1115745,2018-10-14 13:42:11
1125093,2018-11-14 13:34:19
1384494,2018-10-06 05:32:21
1848403,2018-10-11 14:56:15
1387059,2018-10-04 22:34:06
